Episode,Seed,Score,Algorithm
573,Seed_0,4.389999999999999,DQN
574,Seed_0,0.0,DQN
575,Seed_0,0.0,DQN
576,Seed_0,0.0,DQN
577,Seed_0,5.079999999999998,DQN
578,Seed_0,6.109999999999996,DQN
579,Seed_0,6.409999999999996,DQN
580,Seed_0,6.249999999999996,DQN
581,Seed_0,0.0,DQN
582,Seed_0,7.669999999999999,DQN
583,Seed_0,0.0,DQN
584,Seed_0,0.0,DQN
585,Seed_0,2.53,DQN
586,Seed_0,0.0,DQN
587,Seed_0,0.0,DQN
588,Seed_0,0.0,DQN
589,Seed_0,0.43000000000000005,DQN
590,Seed_0,0.0,DQN
591,Seed_0,0.0,DQN
592,Seed_0,0.0,DQN
593,Seed_0,34.749999999999986,DQN
594,Seed_0,0.0,DQN
595,Seed_0,0.0,DQN
596,Seed_0,10.429999999999996,DQN
597,Seed_0,1.5999999999999999,DQN
598,Seed_0,1.4499999999999997,DQN
599,Seed_0,6.8799999999999955,DQN
600,Seed_0,0.0,DQN
601,Seed_0,1.3599999999999999,DQN
602,Seed_0,10.429999999999996,DQN
603,Seed_0,10.429999999999996,DQN
604,Seed_0,0.0,DQN
605,Seed_0,0.0,DQN
606,Seed_0,6.8799999999999955,DQN
607,Seed_0,1.73,DQN
608,Seed_0,0.0,DQN
609,Seed_0,0.0,DQN
610,Seed_0,0.0,DQN
611,Seed_0,0.0,DQN
612,Seed_0,0.0,DQN
613,Seed_0,1.5699999999999998,DQN
614,Seed_0,1.73,DQN
615,Seed_0,0.0,DQN
616,Seed_0,0.0,DQN
617,Seed_0,0.0,DQN
618,Seed_0,0.0,DQN
619,Seed_0,0.0,DQN
620,Seed_0,1.5999999999999999,DQN
621,Seed_0,1.81,DQN
622,Seed_0,0.0,DQN
623,Seed_0,0.0,DQN
624,Seed_0,2.1100000000000003,DQN
625,Seed_0,0.0,DQN
626,Seed_0,0.0,DQN
627,Seed_0,0.0,DQN
628,Seed_0,1.81,DQN
629,Seed_0,1.9500000000000002,DQN
630,Seed_0,0.0,DQN
631,Seed_0,0.0,DQN
632,Seed_0,1.9500000000000002,DQN
633,Seed_0,2.4600000000000004,DQN
634,Seed_0,2.4600000000000004,DQN
635,Seed_0,2.4600000000000004,DQN
636,Seed_0,2.9099999999999997,DQN
637,Seed_0,0.0,DQN
638,Seed_0,0.0,DQN
639,Seed_0,0.0,DQN
640,Seed_0,3.7399999999999993,DQN
641,Seed_0,0.0,DQN
642,Seed_0,10.589999999999996,DQN
643,Seed_0,0.0,DQN
644,Seed_0,0.0,DQN
645,Seed_0,10.429999999999996,DQN
646,Seed_0,0.0,DQN
647,Seed_0,0.0,DQN
648,Seed_0,10.749999999999996,DQN
649,Seed_0,0.0,DQN
650,Seed_0,1.5699999999999998,DQN
651,Seed_0,3.8199999999999985,DQN
652,Seed_0,3.8199999999999985,DQN
653,Seed_0,4.469999999999997,DQN
654,Seed_0,4.0699999999999985,DQN
655,Seed_0,2.9699999999999998,DQN
656,Seed_0,3.6099999999999994,DQN
657,Seed_0,3.9799999999999986,DQN
658,Seed_0,4.0699999999999985,DQN
659,Seed_0,2.61,DQN
660,Seed_0,0.0,DQN
661,Seed_0,0.0,DQN
662,Seed_0,0.0,DQN
663,Seed_0,2.49,DQN
664,Seed_0,0.92,DQN
665,Seed_0,0.0,DQN
666,Seed_0,0.0,DQN
667,Seed_0,0.0,DQN
668,Seed_0,2.54,DQN
669,Seed_0,0.0,DQN
670,Seed_0,0.0,DQN
671,Seed_0,0.0,DQN
672,Seed_0,2.49,DQN
673,Seed_0,10.589999999999996,DQN
674,Seed_0,2.6500000000000004,DQN
675,Seed_0,0.0,DQN
676,Seed_0,10.749999999999996,DQN
677,Seed_0,2.49,DQN
678,Seed_0,2.4600000000000004,DQN
679,Seed_0,0.0,DQN
680,Seed_0,2.49,DQN
681,Seed_0,2.8600000000000003,DQN
682,Seed_0,0.0,DQN
683,Seed_0,2.42,DQN
684,Seed_0,3.9799999999999986,DQN
685,Seed_0,0.0,DQN
686,Seed_0,1.5699999999999998,DQN
687,Seed_0,11.069999999999997,DQN
688,Seed_0,0.0,DQN
689,Seed_0,2.81,DQN
690,Seed_0,3.7499999999999987,DQN
691,Seed_0,0.0,DQN
692,Seed_0,6.8799999999999955,DQN
693,Seed_0,0.0,DQN
694,Seed_0,2.9699999999999998,DQN
695,Seed_0,0.0,DQN
696,Seed_0,3.8199999999999985,DQN
697,Seed_0,0.0,DQN
698,Seed_0,2.3100000000000005,DQN
699,Seed_0,1.52,DQN
700,Seed_0,3.11,DQN
701,Seed_0,3.7299999999999986,DQN
702,Seed_0,10.589999999999996,DQN
703,Seed_0,0.13,DQN
704,Seed_0,0.0,DQN
705,Seed_0,10.429999999999996,DQN
706,Seed_0,0.0,DQN
707,Seed_0,0.78,DQN
708,Seed_0,4.139999999999999,DQN
709,Seed_0,10.429999999999996,DQN
710,Seed_0,0.0,DQN
711,Seed_0,0.0,DQN
712,Seed_0,0.0,DQN
713,Seed_0,3.9799999999999986,DQN
714,Seed_0,0.0,DQN
715,Seed_0,0.0,DQN
716,Seed_0,0.0,DQN
717,Seed_0,4.139999999999999,DQN
718,Seed_0,0.0,DQN
719,Seed_0,0.0,DQN
720,Seed_0,0.0,DQN
721,Seed_0,3.8199999999999985,DQN
722,Seed_0,0.0,DQN
723,Seed_0,0.0,DQN
724,Seed_0,3.9799999999999986,DQN
725,Seed_0,0.0,DQN
726,Seed_0,0.0,DQN
727,Seed_0,3.9799999999999986,DQN
728,Seed_0,3.9799999999999986,DQN
729,Seed_0,3.9399999999999986,DQN
730,Seed_0,3.9399999999999986,DQN
731,Seed_0,4.139999999999999,DQN
732,Seed_0,0.0,DQN
733,Seed_0,3.9799999999999986,DQN
734,Seed_0,0.0,DQN
735,Seed_0,3.9799999999999986,DQN
736,Seed_0,3.9799999999999986,DQN
737,Seed_0,4.579999999999999,DQN
738,Seed_0,0.0,DQN
739,Seed_0,4.139999999999999,DQN
740,Seed_0,3.9399999999999986,DQN
741,Seed_0,10.429999999999996,DQN
742,Seed_0,10.589999999999996,DQN
743,Seed_0,0.0,DQN
744,Seed_0,10.429999999999996,DQN
745,Seed_0,0.0,DQN
746,Seed_0,0.0,DQN
747,Seed_0,10.589999999999996,DQN
748,Seed_0,0.0,DQN
749,Seed_0,10.749999999999996,DQN
750,Seed_0,0.0,DQN
751,Seed_0,0.0,DQN
752,Seed_0,6.579999999999996,DQN
753,Seed_0,0.0,DQN
754,Seed_0,0.77,DQN
755,Seed_0,4.0699999999999985,DQN
756,Seed_0,0.0,DQN
757,Seed_0,0.0,DQN
758,Seed_0,10.589999999999996,DQN
759,Seed_0,0.0,DQN
760,Seed_0,10.749999999999996,DQN
761,Seed_0,0.0,DQN
762,Seed_0,10.429999999999996,DQN
763,Seed_0,0.0,DQN
764,Seed_0,0.0,DQN
765,Seed_0,11.069999999999997,DQN
766,Seed_0,6.749999999999996,DQN
767,Seed_0,0.0,DQN
